ENTITY_ID,ITEM_ID,ITEM_DESCRIPTION,PRODUCT_ID,PRODUCT_DESCRIPTION,SOURCE_PRODUCT_DESCRIPTION,PPI_CODE,PPI_DESCRIPTION,REVIEW_STATUS,COMMODITY,SHAPE,PRODUCTIONMETHOD,DETAILEDPRODUCTIONMETHOD,DIMENSION_ID,DIMENSION1,DIMENSION2,DIMENSION3,DIMENSION4,ADDITIONALDESCRIPTOR,SIZE_DESCRIPTION,SPECIFICATION,GRADE,SURFACETREATMENT,THERMALTREATMENT,TEMPER,FLASH,ENDTYPE,TESTINGMETHOD,TUBETYPE,WELDINGTYPE,CATEGORY_ID,CATEGORY_DESCRIPTION,MANAGEMENT_GROUP_DESC,MANAGEMENT_SUMMARY_GROUP_DESC,CATEGORY_COMMODITY_GROUP,SELLABLE_IND,RECORD_SOURCE,CEDW_PRODUCT_ID,CEDW_PRODUCT_NO,HUB_PRODUCT_KEY,HUB_ITEM_MASTER_KEY,FILTER1_NAME,FILTER1_DESC,FILTER2_NAME,FILTER2_DESC,FILTER3_NAME,FILTER3_DESC,FILTER4_NAME,FILTER4_DESC,MDM_EXISTS,HAS_TRANSACTION,HAS_WEIGHT,ENTITY_ENABLED,ML_READY,UPDATE_DATE,UPDATED_BY
EMJUS,IM-1463,STEEL - CARBON - ROUND - HOT ROLLED - MISCELLANEOUS,109379,109379-ROUND BAR-1045/1050 CG BAR CP 100KSI MIN YLD-IH & CP C1045/1050 100M PSI MIN-1.250 ROUND X 24' (YELLOW)-APB-DK - 1045-1050 - RDB - 1045-1050CF IH & CP,109379-ROUND BAR-1045/1050 CG BAR CP 100KSI MIN YLD-IH & CP C1045/1050 100M PSI MIN-1.250 ROUND X 24' (YELLOW)-APB-DK - 1045-1050 - RDB - 1045-1050CF IH & CP,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - CARBON,ROUND,HOT ROLLED,MISCELLANEOUS,DM-109303,1.2500,,,,,1.2500,,1045 | 1050,CHROME PLATED,INDUCTION HARDENED,,,,,,,07,COLD FINISHED CARBON ROUNDS,CARBON BAR,CARBON,CARBON STEEL,Y,WIN,109379,109379,47ec6caad4720c1e8e4e7d488c4a703a,84baec5f7de4288585018252717a539d,Commodity,CARBON,Family,01-12-BAR - ROUND-CARBON STEEL - PLATED,Shape,RDBC-ROUND BAR-CARBON,Product,109379-ROUND BAR-1045/1050  CG BAR CP 100KSI MIN YLD-IH & CP C1045/1050 100M PSI MIN-1.250 ROUND X 24'   (YELLOW)-APB-DK,Y,Y,Y,Y,0.00000,2024-08-30 12:57:21.432,ebx-systemUser
EMJUS,IM-1462,STEEL - CARBON - ROUND - HOT ROLLED - COLD FINISHED,802023,"1018 CD RD ASTM A108 1.2500"" ROUND X 21'2.00""","802023-PHASE OUT ITEM--1018 CD RD ASTM A108-1.2500"" ROUND X 21'2.00""-- - ZZX - 1018CD",10170800,COLD FINISHED BARS,,STEEL - CARBON,ROUND,HOT ROLLED,COLD FINISHED,DM-109303,1.2500,,,,,1.2500,ASTM A108,1018,,,,,,,,,00,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,INSUFFICIENT INFO,Y,WIN,802023,802023,47ed00b1bc8d8336d3add7afe3d991e2,da54eb4b99730f51b8bbe9fe3f10097b,Commodity,ZINCALME,Family,01-10-BAR - ROUND-CARBON STEEL - COLD FINISH,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,"802023-PHASE OUT ITEM--1018 CD RD ASTM A108-1.2500"" ROUND x 21'2.00""--",Y,N,N,Y,0.00000,2024-08-30 13:00:14.343,ebx-systemUser
EMJUS,IM-1351,STAINLESS - ROUND - HOT ROLLED - MISCELLANEOUS,569174,569174-ROUND BAR--416 CG HT BAR ASTM A582 COND T-.625 (+/-.0005) RD 32 RMS X 12' R/L-JCA-ZZ - RDB - 416CF CG Q&T,569174-ROUND BAR--416 CG HT BAR ASTM A582 COND T-.625 (+/-.0005) RD 32 RMS X 12' R/L-JCA-ZZ - RDB - 416CF CG Q&T,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STAINLESS,ROUND,HOT ROLLED,MISCELLANEOUS,DM-154486,0.6250,,,,,0.6250,ASTM A582,416,,,,,,,,,43,STAINLESS STEEL ROUNDS,STAINLESS BAR,STAINLESS,STAINLESS STEEL,Y,WIN,569174,569174,47ed683167f912f8ca5ab10f7a131ab2,4730935a2857f59611df1739a3a97b7b,Commodity,STAINLESS,Family,01-25-BAR - ROUND-STAINLESS - COLD FINISH,Shape,RDBS-ROUND BAR-STAINLESS,Product,569174-ROUND BAR--416 CG HT BAR ASTM A582 COND T-.625 (+/-.0005) RD 32 RMS X 12' R/L-JCA-ZZ,Y,Y,Y,Y,0.00000,2024-08-30 12:59:42.469,ebx-systemUser
EMJUS,IM-1181,ALUMINUM - TUBE - ROUND - EXTRUDED - MISCELLANEOUS,104039,104039-ROUND TUBE-6061-T6511 EXT SMLS TUBING QQ A 200/8 AMS QQA 200/8-6061-T6511 EXT SMLS TBG-3.000 OD X .188 W (2.625 ID) X 24'-OLM-LB - RDT - 6061EXTR SMLS,104039-ROUND TUBE-6061-T6511 EXT SMLS TUBING QQ A 200/8 AMS QQA 200/8-6061-T6511 EXT SMLS TBG-3.000 OD X .188 W (2.625 ID) X 24'-OLM-LB - RDT - 6061EXTR SMLS,10250100,ALUMINUM MILL SHAPES,,ALUMINUM,TUBE - ROUND,EXTRUDED,MISCELLANEOUS,DM-0000,3.0000,2.6250,0.1880,,,3.0000 X 2.6250 X 0.1880,,6061,,ARTIFICIALLY AGED | SOLUTION HEAT TREATED | STRETCH STRESS RELIEVED,T6511,,PLAIN,,,,70,ALUMINUM TUBE & PIPE,ALUMINUM BAR & TUBE,ALUMINUM,ALUMINUM,Y,WIN,104039,104039,47ef69349aafc756da0bf301a7429fa7,3ad4edea2855224bd1d738c3f3b4f4ab,Commodity,ALUMINUM,Family,41-36-TUBE - SEAMLESS-ALUMINUM - EXTRUDED,Shape,RDTA-ROUND TUBE-ALUMINUM,Product,104039-ROUND TUBE-6061-T6511 EXT  SMLS TUBING QQ A 200/8 AMS QQA 200/8-6061-T6511 EXT SMLS TBG-3.000 OD X .188 W (2.625 ID) X 24'-OLM-LB,Y,Y,Y,Y,0.00000,2024-08-29 09:52:48.053,ebx-systemUser
EMJUS,IM-1387,STEEL - ALLOY - ROUND - HOT ROLLED - MISCELLANEOUS,700443,"SUPER HY-TUF® - AMS 6425 - CODE K8 - DFAR 6 RD X 7.270"" (+0""/-.125"") PN# RM3487","700443-ROUND BAR--SUPER HY-TUF® - AMS 6425 - CODE K8 - DFAR-6 RD X 7.270"" (+0""/-.125"") PN# RM3487-ZZZ-ZZ - RDB - SUPER HY-TUF®CODE K8",10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - ALLOY,ROUND,HOT ROLLED,MISCELLANEOUS,DM-109391,6.0000,,,,,6.0000,,,,,,,,,,,5A,ALLOY ROUNDS,ALLOY BAR,ALLOY,ALLOY,Y,WIN,700443,700443,2ccdd34b0e5d20dcd47286aac986c2f0,90d5cc47e2c5c283d6fe5fc16672b1c5,Commodity,COPPER,Family,01-40-BAR - ROUND-COPPER,Shape,RDBO-ROUND BAR-COPPER,Product,"700443-ROUND BAR--SUPER HY-TUF® - AMS 6425 - CODE K8 - DFAR-6 RD X 7.270"" (+0""/-.125"") PN# RM3487-ZZZ-ZZ",Y,N,N,Y,0.00000,2026-04-09 10:44:36.447,ALander1
EMJUS,IM-1160,ALUMINUM - ROUND - EXTRUDED - COLD FINISHED,512827,"512827-ROUND BAR-2011-T3 CF SMS BAR AMS QQ A 225/3, QQ A 225/3-2011-T3 CF BAR-13/16 RD X 12'-NCA-AC - RDB - 2011CF T3","512827-ROUND BAR-2011-T3 CF SMS BAR AMS QQ A 225/3, QQ A 225/3-2011-T3 CF BAR-13/16 RD X 12'-NCA-AC - RDB - 2011CF T3",10250100,ALUMINUM MILL SHAPES,,ALUMINUM,ROUND,EXTRUDED,COLD FINISHED,DM-120550,0.8125,,,,,0.8125,,2011,,COLD WORKED | NATURALLY AGED | SOLUTION HEAT TREATED,T3,,,,,,22,ALUMINUM ROD & WIRE,ALUMINUM BAR & TUBE,ALUMINUM,ALUMINUM,Y,WIN,512827,512827,2cd1cabd6385b68a1b67277361baaf86,f0baa60a5dc27e82d1177198e1936593,Commodity,ALUMINUM,Family,01-35-BAR - ROUND-ALUMINUM - DRAWN,Shape,RDBA-ROUND BAR-ALUMINUM,Product,"512827-ROUND BAR-2011-T3 CF SMS BAR AMS QQ A 225/3, QQ A 225/3-2011-T3 CF BAR-13/16 RD X 12'-NCA-AC",Y,Y,Y,Y,0.00000,2026-02-06 13:44:55.959,ALander1
EMJUS,IM-1351,STAINLESS - ROUND - HOT ROLLED - MISCELLANEOUS,530453,420 MOD HT RT ES-MA-58-7 ES-MA-89-4-U 3 RD X 20' R/L,530453-ROUND BAR-420 MOD HT RT BAR ESMA-58-7; ESMA-89-3U; EMJ HT03-420 MOD HT RT ES-MA-58-7 ES-MA-89-4-U-3 RD X 20' R/L-JDP-FI - 420M - RDB - 420MHR RT HT,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STAINLESS,ROUND,HOT ROLLED,MISCELLANEOUS,DM-154566,3.0000,,,,,3.0000,,420,,,,,,,,,43,STAINLESS STEEL ROUNDS,STAINLESS BAR,STAINLESS,STAINLESS STEEL,Y,WIN,530453,530453,2cd2feb1ff44f7ccd2ef5cffb3267060,c6570da8da2253a83b2c5357cc6a9aaf,Commodity,STAINLESS,Family,01-26-BAR - ROUND-STAINLESS - HOT FINISH,Shape,RDBS-ROUND BAR-STAINLESS,Product,530453-ROUND BAR-420 MOD HT RT BAR ESMA-58-7; ESMA-89-3U; EMJ HT03-420 MOD HT RT ES-MA-58-7 ES-MA-89-4-U-3 RD X 20' R/L-JDP-FI,Y,N,N,Y,0.00000,2024-08-30 12:59:18.441,ebx-systemUser
EMJUS,IM-1350,STAINLESS - ROUND - HOT ROLLED - COLD FINISHED,X09625,410 CF ANN ASTM A479 1-1/8 RD X 12' R/L,X09625-PHASE OUT ITEM-410 CF ANN BAR ASTM A479-410 CF ANN ASTM A479-1-1/8 RD X 12' R/L-JBJ-AA - ZZX - 410CF ANN,10170800,COLD FINISHED BARS,,STAINLESS,ROUND,HOT ROLLED,COLD FINISHED,DM-154518,1.1250,,,,,1.1250,ASTM A479,410,,ANNEALED,,,,,,,43,STAINLESS STEEL ROUNDS,STAINLESS BAR,STAINLESS,STAINLESS STEEL,Y,WIN,X09625,X09625,2cd4c35f20f49ec1e0a21b5254a8cd98,120c83a2550e2074a2ac77868d79f9e3,Commodity,ZINCALME,Family,01-25-BAR - ROUND-STAINLESS - COLD FINISH,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,X09625-PHASE OUT ITEM-410 CF ANN BAR       ASTM A479-410 CF ANN ASTM A479-1-1/8 RD X 12' R/L-JBJ-AA,Y,N,N,Y,0.00000,2024-08-30 13:02:05.849,ebx-systemUser
EMJUS,IM-1489,STEEL - CARBON - TUBE - ROUND - WELDED - DOM,151439,151439-ROUND TUBE-1026 DOM SRA ASTM A513/5-1026 DOM SRA HONED - ASTM A513/5-11.000 OD X 10.000/10.005 ID (.500W) X 17/24'-ANX-UM - RDT - 1026DOM SRA HONED,151439-ROUND TUBE-1026 DOM SRA ASTM A513/5-1026 DOM SRA HONED - ASTM A513/5-11.000 OD X 10.000/10.005 ID (.500W) X 17/24'-ANX-UM - RDT - 1026DOM SRA HONED,10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - ROUND,WELDED,DOM,DM-0000,11.0000,10.0020,0.5000,,,11.0000 X 10.0020 X 0.5000,ASTM A513,1026,,ANNEALED | STRESS RELIEVED,,,PLAIN,,MECHANICAL,ERW,65,CARBON MECHANICAL TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,151439,151439,2cdc15ca3188afd792320ae2a3f843ce,ae4af5a45bfd4bc9839af0ef027f0e33,Commodity,CARBON,Family,54-10-TUBE - HONED-CARBON STEEL - COLD FINISH,Shape,RDTC-ROUND TUBE-CARBON,Product,151439-ROUND TUBE-1026 DOM SRA ASTM A513/5-1026 DOM SRA HONED - ASTM A513/5-11.000 OD X 10.000/10.005 ID (.500W) X 17/24'-ANX-UM,Y,Y,Y,Y,0.00000,2026-03-27 11:57:11.824,ALander1
EMJUS,IM-1463,STEEL - CARBON - ROUND - HOT ROLLED - MISCELLANEOUS,463068,463068-PHASE OUT ITEM--1045 HR BAR ASTM A576 - TC04-030-16 RD X 8'/12' R/L-APB-EB,463068-PHASE OUT ITEM--1045 HR BAR ASTM A576 - TC04-030-16 RD X 8'/12' R/L-APB-EB - RDB - 1045HR,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - CARBON,ROUND,HOT ROLLED,MISCELLANEOUS,DM-109421,16.0000,,,,,16.0000,ASTM A576,1045,,,,,,,,,01,H.R. CARBON BARS AND STRIP,CARBON BAR,CARBON,CARBON STEEL,Y,WIN,463068,463068,2cdc57251a0c73deb6b97eeff92f5997,48ae6b8570a612ad787256b4a20b68d7,Commodity,ZINCALME,Family,03-11-BAR - PRESSED ROUNDS-CARBON STEEL - HOT FINISH,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,463068-PHASE OUT ITEM--1045 HR BAR ASTM A576 - TC04-030-16 RD X 8'/12' R/L-APB-EB,Y,N,N,Y,0.00000,2024-08-30 12:59:08.216,ebx-systemUser
EMJUS,IM-1160,ALUMINUM - ROUND - EXTRUDED - COLD FINISHED,527566,2011-T6 CF BAR 6-1/4 RD X 12',527566-ROUND BAR-2011-T6 CF BAR-2011-T6 CF BAR-6-1/4 RD X 12'-NCA-AG - RDB - 2011CF T6,10250100,ALUMINUM MILL SHAPES,,ALUMINUM,ROUND,EXTRUDED,COLD FINISHED,DM-120667,6.2500,,,,,6.2500,,2011,,COLD WORKED | NATURALLY AGED | SOLUTION HEAT TREATED,T3,,,,,,22,ALUMINUM ROD & WIRE,ALUMINUM BAR & TUBE,ALUMINUM,ALUMINUM,Y,WIN,527566,527566,2cdcbf978f2668a7dcb18d9894aab1e1,99861d9817d58ba034a5fd219ea321e1,Commodity,ALUMINUM,Family,01-35-BAR - ROUND-ALUMINUM - DRAWN,Shape,RDBA-ROUND BAR-ALUMINUM,Product,527566-ROUND BAR-2011-T6 CF BAR-2011-T6 CF BAR-6-1/4 RD X 12'-NCA-AG,Y,N,N,Y,0.00000,2024-08-30 12:59:18.441,ebx-systemUser
EMJUS,IM-1155,ALUMINUM - PLATE - HOT ROLLED - MISCELLANEOUS,701945,"7050-T7451 AMS4050 USI MIL STD 2154 1.500 X 2.25 X 9.75"" GR","701945-PLATE--7050-T7451 AMS4050 USI MIL STD 2154-1.500 X 2.25 X 9.75"" GR-OOA-ZZ - PLT - 7050T7451",10250129,ALUMINUM PLATE,,ALUMINUM,PLATE,HOT ROLLED,MISCELLANEOUS,DM-120479,1.5000,,,,,1.5000,,7050,,,,,,,,,28,ALUMINUM HEAT TREATABLE PLATE,ALUMINUM HEAT TREATABLE,ALUMINUM,ALUMINUM,Y,WIN,701945,701945,2cdfc6c4249f3c6383136bf80525703e,40ab2212d588a5dc24f820e5a478b28b,Commodity,ALUMINUM,Family,20-34-PLATE-ALUMINUM - ROLLED (SHT/COIL),Shape,PLTA-PLATE-ALUMINUM,Product,"701945-PLATE--7050-T7451 AMS4050 USI MIL STD 2154-1.500 X 2.25 X 9.75"" GR-OOA-ZZ",Y,N,N,Y,0.00000,2024-02-22 07:12:08.911,ALander1
EMJUS,IM-1350,STAINLESS - ROUND - HOT ROLLED - COLD FINISHED,540083,540083-ROUND BAR--2205 CF ANN ASTM A276-2-3/4 RD X 12' R/L-KKA-ZZ - RDB - 2205CF ANN,540083-ROUND BAR--2205 CF ANN ASTM A276-2-3/4 RD X 12' R/L-KKA-ZZ - RDB - 2205CF ANN,10170800,COLD FINISHED BARS,,STAINLESS,ROUND,HOT ROLLED,COLD FINISHED,DM-154562,2.7500,,,,,2.7500,ASTM A276,2205,,ANNEALED,,,,,,,43,STAINLESS STEEL ROUNDS,STAINLESS BAR,STAINLESS,STAINLESS STEEL,Y,WIN,540083,540083,2cdfc6ec228c605e062ee658b56b4b19,cb7232e480c903333335a1a0a7ca3d72,Commodity,STAINLESS,Family,01-25-BAR - ROUND-STAINLESS - COLD FINISH,Shape,RDBS-ROUND BAR-STAINLESS,Product,540083-ROUND BAR--2205 CF ANN ASTM A276-2-3/4 RD X 12' R/L-KKA-ZZ,Y,Y,Y,Y,0.00000,2024-08-30 12:59:29.313,ebx-systemUser
EMJUS,IM-1398,STEEL - ALLOY - TUBE - ROUND - SEAMLESS - HOT FINISHED,140354,8620 HF SMLS - ASTM A519 9.500 OD X 1.500 W (6.500 ID) X 22' R/L,140354-ROUND TUBE-HF SMLS 8620 TUBING ASTM A519-8620 HF SMLS - ASTM A519-9.500 OD X 1.500 W (6.500 ID) X 22' R/L-EBH-MN - RDT - 8620HFS,10170600,STEEL PIPE & TUBE,,STEEL - ALLOY,TUBE - ROUND,SEAMLESS,HOT FINISHED,DM-125104,9.5000,6.5000,1.5000,,,9.5000 X 6.5000 X 1.5000,ASTM A519,8620,,,,,PLAIN,,MECHANICAL,,67,ALLOY TUBE,ALLOY TUBE,ALLOY,ALLOY,Y,WIN,140354,140354,2cdfde36361df2d07ff382b0e9011be6,f9e746ff6a6188f092a33b384fe3a946,Commodity,ALLOY,Family,41-16-TUBE - SEAMLESS-COMMERCIAL ALLOY - HOT FINISH,Shape,RDTL-ROUND TUBE-ALLOY,Product,140354-ROUND TUBE-HF SMLS 8620 TUBING ASTM A519-8620 HF SMLS - ASTM A519-9.500 OD X 1.500 W (6.500 ID) X 22' R/L-EBH-MN,Y,N,N,Y,0.00000,2024-09-04 18:14:32.623,ebx-systemUser
EMJUS,IM-1462,STEEL - CARBON - ROUND - HOT ROLLED - COLD FINISHED,502010,502010-ROUND BAR-1215 CF BAR ASTM A108-1215 CF ASTM A108-1-1/16 RD X 12' R/L-AWO-AA - RDB - 1215CF CD,502010-ROUND BAR-1215 CF BAR ASTM A108-1215 CF ASTM A108-1-1/16 RD X 12' R/L-AWO-AA - RDB - 1215CF CD,10170800,COLD FINISHED BARS,,STEEL - CARBON,ROUND,HOT ROLLED,COLD FINISHED,DM-0000,1.0620,,,,,1.0620,ASTM A108,1215,,,,,,,,,07,COLD FINISHED CARBON ROUNDS,CARBON BAR,CARBON,CARBON STEEL,Y,WIN,502010,502010,2ce103a4275fd83dca7e43a34fca503a,851cc4abe936e18e54bcc2cc3f468075,Commodity,CARBON,Family,01-10-BAR - ROUND-CARBON STEEL - COLD FINISH,Shape,RDBC-ROUND BAR-CARBON,Product,502010-ROUND BAR-1215 CF BAR ASTM A108-1215 CF ASTM A108-1-1/16 RD X 12' R/L-AWO-AA,Y,Y,Y,Y,0.00000,2024-08-29 09:53:46.231,ebx-systemUser
EMJUS,IM-1463,STEEL - CARBON - ROUND - HOT ROLLED - MISCELLANEOUS,546932,1018 T&P ASTM A108 6-1/2 RD X 12' R/L,546932-ROUND BAR-1018 T&P BAR ASTM A108-1018 T&P ASTM A108-6-1/2 RD X 12' R/L-AMY-AB - RDB - 1018CF T&P,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - CARBON,ROUND,HOT ROLLED,MISCELLANEOUS,DM-109393,6.5000,,,,,6.5000,ASTM A108,1018,,,,,,,,,07,COLD FINISHED CARBON ROUNDS,CARBON BAR,CARBON,CARBON STEEL,Y,WIN,546932,546932,2ce41ebbc6623817fe38ab0853a36ac0,579efef6afbc784d3f71c4c9532a5a4f,Commodity,CARBON,Family,01-10-BAR - ROUND-CARBON STEEL - COLD FINISH,Shape,RDBC-ROUND BAR-CARBON,Product,546932-ROUND BAR-1018 T&P BAR ASTM A108-1018 T&P ASTM A108-6-1/2 RD X 12' R/L-AMY-AB,Y,N,N,Y,0.00000,2024-08-30 12:59:29.313,ebx-systemUser
EMJUS,IM-1453,STEEL - CARBON - PLATE - HOT ROLLED - MISCELLANEOUS,545764,"HR PLATE ASTM A36 1.885 X 5.53 X 22.48"" S/C - P/PT 14-0858B","545764-PLATE-A36 HR PLATE DESCALED AND OILED ASTM A36-HR PLATE ASTM A36-1.885 X 5.53 X 22.48"" S/C - P/PT 14-0858B-CAD-HA - PLT - A36HR",10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - CARBON,PLATE,HOT ROLLED,MISCELLANEOUS,DM-0000,1.8850,,,,,1.8850,ASTM A36,,,,,,,,,,05,H.R. CARBON/ALLOY STEEL PLATE,CARBON PLATE,CARBON,CARBON STEEL,Y,WIN,545764,545764,2ce4c01a682be6f0df84004e81bb158c,d9ed9c46a45b0f8b58416400831d6c70,Commodity,CARBON,Family,20-11-PLATE-CARBON STEEL - HOT FINISH,Shape,PLTC-PLATE-CARBON,Product,"545764-PLATE-A36 HR PLATE      DESCALED AND OILED      ASTM A36-HR PLATE ASTM A36-1.885 X 5.53 X 22.48"" S/C - P/PT 14-0858B-CAD-HA",Y,N,N,Y,0.00000,2024-02-22 07:12:08.911,ALander1
EMJUS,IM-1453,STEEL - CARBON - PLATE - HOT ROLLED - MISCELLANEOUS,566788,566788-PLATE-HR PLATE GALVANIZED ASTM A36-HR PLATE ASTM A36-8-1/8 X P/N GCM 829998-M1 REV 1-CAD-HA - A-36 - PLT - A-36HR,566788-PLATE-HR PLATE GALVANIZED ASTM A36-HR PLATE ASTM A36-8-1/8 X P/N GCM 829998-M1 REV 1-CAD-HA - A-36 - PLT - A-36HR,10170400,"HOT ROLLED BARS, PLATES, & STRUCTURAL SHAPES",,STEEL - CARBON,PLATE,HOT ROLLED,MISCELLANEOUS,DM-0000,8.1250,,,,,8.1250,ASTM A36,,,,,,,,,,05,H.R. CARBON/ALLOY STEEL PLATE,CARBON PLATE,CARBON,CARBON STEEL,Y,WIN,566788,566788,2ce4f372fe2ae3c67a13eb781c23e4cd,8f05f1aca3d5f5d9fab276f4c8d1be38,Commodity,CARBON,Family,20-11-PLATE-CARBON STEEL - HOT FINISH,Shape,PLTC-PLATE-CARBON,Product,566788-PLATE-HR PLATE   GALVANIZED    ASTM A36-HR PLATE ASTM A36-8-1/8 X P/N GCM 829998-M1 REV 1-CAD-HA,Y,N,N,Y,0.00000,2024-08-29 09:54:03.004,ebx-systemUser
EMJUS,IM-1434,STEEL - CARBON - FLAT - HOT ROLLED - COLD FINISHED,503271,503271-RECTANGLE BAR-11L17 CF FLAT BAR ASTM A108-11L17 CF ASTM A108-3/4 X 2 FLAT X 12'R/L-ARE-AC - RTB - 11L17CF CD,503271-RECTANGLE BAR-11L17 CF FLAT BAR ASTM A108-11L17 CF ASTM A108-3/4 X 2 FLAT X 12'R/L-ARE-AC - RTB - 11L17CF CD,10170800,COLD FINISHED BARS,,STEEL - CARBON,FLAT,HOT ROLLED,COLD FINISHED,DM-107765,0.7500,2.0000,,,,0.7500 X 2.0000,ASTM A108,11L17,,,,,,,,,0A,"C.F. CARBON HEX,SQ,FLT & STRIP",CARBON BAR,CARBON,CARBON STEEL,Y,WIN,503271,503271,2ce533a5f24a357329625edc480a5891,bc33778c596e2f1ee62967097dfe65b9,Commodity,CARBON,Family,07-10-FLATS & RECTANGLES (BAR)-CARBON STEEL - COLD FINISH,Shape,RTBC-RECTANGLE BAR-CARBON,Product,503271-RECTANGLE BAR-11L17 CF FLAT BAR           ASTM A108-11L17 CF ASTM A108-3/4 X 2 FLAT X 12'R/L-ARE-AC,Y,Y,Y,Y,0.00000,2026-01-09 12:46:50.221,ALander1
EMJUS,IM-1350,STAINLESS - ROUND - HOT ROLLED - COLD FINISHED,551679,"316/316L CF ANN PRODEC® QUALITY ASTM A276 2 RD X 12' D/L +2/-0""","551679-PHASE OUT ITEM-316/316L CF ANN BAR-316/316L CF ANN PRODEC® QUALITY ASTM A276-2 RD X 12' D/L +2/-0""-ILI-AC - 316/316L PRODEC® - RDB - 316/316L PRODEC®CF A",10170800,COLD FINISHED BARS,,STAINLESS,ROUND,HOT ROLLED,COLD FINISHED,DM-154550,2.0000,,,,,2.0000,ASTM A276,316 | 316L,,ANNEALED,,,,,,,43,STAINLESS STEEL ROUNDS,STAINLESS BAR,STAINLESS,STAINLESS STEEL,Y,WIN,551679,551679,2ce5bc54c48bd7f03aa6d3f87a45e1b0,4e7ed706e0c59ea7de043cb7e455ffb2,Commodity,ZINCALME,Family,01-25-BAR - ROUND-STAINLESS - COLD FINISH,Shape,ZZX-Z-PHASE OUT ITEM-ZINCALME,Product,"551679-PHASE OUT ITEM-316/316L CF ANN BAR-316/316L CF ANN PRODEC® QUALITY ASTM A276-2 RD X 12' D/L +2/-0""-ILI-AC",Y,N,N,Y,0.00000,2024-09-16 14:40:05.854,ALander1
EMJUS,IM-1491,STEEL - CARBON - TUBE - ROUND - WELDED - MISCELLANEOUS,112830,"1008-1010 HREW FC .010 P&O - ASTM A513/1 1.900 OD X .065 W (1.770 ID) X 20' +1/-0""","112830-PHASE OUT ITEM-1008-1010 HREW TUBING FI ASTM A513/1-1008-1010 HREW FC .010 P&O - ASTM A513/1-1.900 OD X .065 W (1.770 ID) X 20' +1/-0""-AMA-RA - RDT - 1008-1010HREW P&O",10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - ROUND,WELDED,MISCELLANEOUS,DM-116922,1.9000,1.7700,0.0650,,,1.9000 X 1.7700 X 0.0650,ASTM A513,1008 | 1010,,,,,PLAIN,,MECHANICAL,ERW,66,WELDED CARBON TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,112830,112830,27badc25a0e82035b263c41e519e3f31,7f2c6875215ec203ce5ae3c9a069106f,Commodity,ZINCALME,Family,42-11-TUBE - WELDED-CARBON STEEL - HOT FINISH,Shape,ZZXZ-PHASE OUT ITEM-ZINCALME,Product,"112830-PHASE OUT ITEM-1008-1010 HREW TUBING FI ASTM A513/1-1008-1010 HREW FC .010 P&O - ASTM A513/1-1.900 OD X .065 W (1.770 ID) X 20' +1/-0""-AMA-RA",Y,N,N,Y,0.00000,2024-09-04 18:14:28.536,ebx-systemUser
EMJUS,IM-1493,STEEL - CARBON - TUBE - SQUARE - WELDED - MISCELLANEOUS,161211,161211-SQUARE TUBE-ASTM A500 GR B-ASTM A500 GRADE B/C-4 X 4 X .250 WALL X 87.992 MTR PER PRINT-DAT-TA - SQT - A500HR,"161211-SQUARE TUBE-ASTM A500 GR B-ASTM A500 GRADE B/C-4 X 4 X .250 WALL X 87.992"" MTR PER PRINT-DAT-TA - SQT - A500HR",10170600,STEEL PIPE & TUBE,,STEEL - CARBON,TUBE - SQUARE,WELDED,MISCELLANEOUS,DM-118512,4.0000,4.0000,0.2500,,,4.0000 X 4.0000 X 0.2500,ASTM A500,B | C,,,,,PLAIN,,,ERW,66,WELDED CARBON TUBE,CARBON TUBE,CARBON,CARBON STEEL,Y,WIN,161211,161211,27bb4f37bbb109e3f26ceb3ef61638ca,a5444361c2f5c4bb31cd429d012f4cb0,Commodity,CARBON,Family,43-11-TUBE - SQUARE & RECTANGULAR-CARBON STEEL - HOT FINISH,Shape,SQTC-SQUARE TUBE-CARBON,Product,"161211-SQUARE TUBE-ASTM A500 GR B-ASTM A500 GRADE B/C-4 X 4 X .250 WALL X 87.992"" MTR PER PRINT-DAT-TA",Y,Y,Y,Y,0.00000,2026-01-21 13:10:50.401,ALander1
